Requirement_1,Requirement_2,Conflict_Type,Conflict_Reason,Resolution_Suggestion,Expected_Conflict
"The vehicle should be affordable with a base price under $1,500.",The two-wheeler should have a maximum curb weight of 120 kg.,Other,Needs manual analysis,Requires engineering review,Resource Conflict
Users should be able to turn off the headlight manually.,The vehicle should have a minimalistic dashboard design.,Other,Conflict Reason,Resolution Suggestion: The vehicle should have a minimalistic dashboard design,Material Conflict
The vehicle should support fast charging to reach 80% in 30 minutes.,The vehicle should be fully electric.,Other,Needs manual analysis,Requires engineering review,Performance Conflict
The wheels should be spoked to maintain classic aesthetics.,The seat should be made of premium leather for comfort.,Other,Needs manual analysis,Requires engineering review,Technology Conflict
The bike should have a storage compartment for a full-size helmet.,Durability must be ensured for at least 10 years of use.,Other,Needs manual analysis,Requires engineering review,No Conflict
The vehicle must meet Euro 6 emission standards.,The bike must have a top speed of 120 km/h.,Other,Needs manual analysis,Requires engineering review,Material Conflict
The engine should have a minimum power output of 25 HP.,The vehicle design should be compact and lightweight.,Other,Needs manual analysis,Requires engineering review,Contradiction
The braking system should use ABS for enhanced safety.,The wheels should be spoked to maintain classic aesthetics.,Other,Needs manual analysis,Requires engineering review,Technology Conflict
The vehicle should be fully electric.,The seat should be made of premium leather for comfort.,Other,Needs manual analysis,Requires engineering review,Performance Conflict
The two-wheeler should use biodegradable materials where possible.,The vehicle should be cost-effective and use affordable materials.,Other,Needs manual analysis,Requires engineering review,Contradiction
The vehicle should support smart connectivity via Bluetooth and Wi-Fi.,The system should minimize power consumption for extended battery life.,Other,Needs manual analysis,Requires engineering review,Material Conflict
The seat should be made of premium leather for comfort.,The vehicle should have a minimalistic dashboard design.,Other,Needs manual analysis,Requires engineering review,Regulatory Conflict
The engine should have a fuel injection system for optimized combustion.,The vehicle should include tubeless tires for durability and safety.,Other,Needs manual analysis,Requires engineering review,No Conflict
The engine should have a minimum power output of 25 HP.,The vehicle should have a minimalistic dashboard design.,Other,Needs manual analysis,Requires engineering review,Regulatory Conflict
The engine should have a minimum power output of 25 HP.,The onboard computer should be minimal to reduce electronic dependencies.,Other,Needs manual analysis,Requires engineering review,Performance Conflict
The engine design should prioritize performance over emission constraints.,The vehicle must meet Euro 6 emission standards.,Other,Needs manual analysis,Requires engineering review,Material Conflict
The vehicle must meet Euro 6 emission standards.,The engine should have a minimum power output of 25 HP.,Other,Needs manual analysis,Requires engineering review,Design Conflict
The system should minimize power consumption for extended battery life.,The vehicle should include tubeless tires for durability and safety.,Other,Needs manual analysis,Requires engineering review,Sustainability Conflict
The display panel must be fully digital with GPS navigation.,The braking system should use ABS for enhanced safety.,Other,Needs manual analysis,Requires engineering review,Technology Conflict
The bike must have a top speed of 120 km/h.,The vehicle should be fully electric.,Other,Needs manual analysis,Requires engineering review,Design Conflict
The vehicle should support fast charging to reach 80% in 30 minutes.,The vehicle should incorporate modular components for easy customization.,Other,Needs manual analysis,Requires engineering review,Cost Conflict
The battery should use standard charging methods to maintain longevity.,The engine design should prioritize performance over emission constraints.,Other,Needs manual analysis,Requires engineering review,No Conflict
The vehicle should have a minimalistic dashboard design.,The vehicle should include tubeless tires for durability and safety.,Other,Needs manual analysis,Requires engineering review,Material Conflict
The engine should have a minimum power output of 25 HP.,The bike should have a storage compartment for a full-size helmet.,Other,Needs manual analysis,Requires engineering review,Contradiction
The vehicle must achieve a fuel efficiency of at least 50 km/l.,The onboard computer should be minimal to reduce electronic dependencies.,Other,Needs manual analysis,Requires engineering review,Contradiction
Users should be able to turn off the headlight manually.,The battery should use standard charging methods to maintain longevity.,Other,Needs manual analysis,Requires engineering review,Performance Conflict
